,Material ID,Material Desc,Time Interval,UOM,Min Total Quantity (BOX),Max Total Quantity (BOX),Average Total Quantity (BOX)
254,10573,ZINC SHAMPOO HAIRFALL TRT BTL 170ML,09:00-11:00,PCS,0.04,0.29,0.17
257,10573,ZINC SHAMPOO HAIRFALL TRT BTL 170ML,17:00-19:00,PCS,0.04,0.25,0.14
253,10573,ZINC SHAMPOO HAIRFALL TRT BTL 170ML,07:00-09:00,PCS,0.12,0.12,0.12
263,10574,ZINC SHAMPOO REFRESHING COOL BTL 170ML,15:00-17:00,PCS,0.08,0.54,0.2
261,10574,ZINC SHAMPOO REFRESHING COOL BTL 170ML,11:00-13:00,PCS,0.08,0.25,0.17
262,10574,ZINC SHAMPOO REFRESHING COOL BTL 170ML,13:00-15:00,PCS,0.04,0.42,0.16
264,10574,ZINC SHAMPOO REFRESHING COOL BTL 170ML,17:00-19:00,PCS,0.04,0.29,0.16
259,10574,ZINC SHAMPOO REFRESHING COOL BTL 170ML,07:00-09:00,PCS,0.08,0.12,0.1
260,10574,ZINC SHAMPOO REFRESHING COOL BTL 170ML,09:00-11:00,PCS,0.04,0.12,0.08
270,10575,ZINC SHAMPOO CLEAN ACTIVE BTL 170ML,17:00-19:00,PCS,0.5,0.5,0.5
267,10575,ZINC SHAMPOO CLEAN ACTIVE BTL 170ML,11:00-13:00,PCS,0.25,0.25,0.25
269,10575,ZINC SHAMPOO CLEAN ACTIVE BTL 170ML,15:00-17:00,PCS,0.04,0.29,0.15
266,10575,ZINC SHAMPOO CLEAN ACTIVE BTL 170ML,09:00-11:00,PCS,0.04,0.25,0.14
268,10575,ZINC SHAMPOO CLEAN ACTIVE BTL 170ML,13:00-15:00,PCS,0.04,0.12,0.1
265,10575,ZINC SHAMPOO CLEAN ACTIVE BTL 170ML,07:00-09:00,PCS,0.08,0.08,0.08
273,10576,ZINC SHAMPOO SOFT CARE BTL 170ML,11:00-13:00,PCS,0.25,0.25,0.25
275,10576,ZINC SHAMPOO SOFT CARE BTL 170ML,15:00-17:00,PCS,0.04,0.17,0.11
274,10576,ZINC SHAMPOO SOFT CARE BTL 170ML,13:00-15:00,PCS,0.08,0.12,0.1
271,10576,ZINC SHAMPOO SOFT CARE BTL 170ML,07:00-09:00,PCS,0.08,0.08,0.08
272,10576,ZINC SHAMPOO SOFT CARE BTL 170ML,09:00-11:00,PCS,0.04,0.04,0.04
281,10578,ZINC SHAMPOO BLACK SHINE BTL 170ML,17:00-19:00,PCS,0.08,0.5,0.22
279,10578,ZINC SHAMPOO BLACK SHINE BTL 170ML,13:00-15:00,PCS,0.04,0.29,0.17
280,10578,ZINC SHAMPOO BLACK SHINE BTL 170ML,15:00-17:00,PCS,0.04,0.29,0.12
277,10578,ZINC SHAMPOO BLACK SHINE BTL 170ML,09:00-11:00,PCS,0.04,0.12,0.08
276,10578,ZINC SHAMPOO BLACK SHINE BTL 170ML,07:00-09:00,PCS,0.08,0.08,0.08
278,10578,ZINC SHAMPOO BLACK SHINE BTL 170ML,11:00-13:00,PCS,0.04,0.08,0.06
282,10598,SYSTEMA TP MENTHOL BREEZE TUBE 190GR,13:00-15:00,PCS,0.5,0.5,0.5
283,10598,SYSTEMA TP MENTHOL BREEZE TUBE 190GR,15:00-17:00,PCS,0.08,0.25,0.17
284,10598,SYSTEMA TP MENTHOL BREEZE TUBE 190GR,17:00-19:00,PCS,0.12,0.12,0.12
285,10599,SYSTEMA TP SPRING FRESH TUBE 190GR,13:00-15:00,PCS,0.12,0.5,0.29
287,10599,SYSTEMA TP SPRING FRESH TUBE 190GR,17:00-19:00,PCS,0.12,0.12,0.12
286,10599,SYSTEMA TP SPRING FRESH TUBE 190GR,15:00-17:00,PCS,0.04,0.04,0.04
292,10603,KODOMO SHAMPOO GEL BLUEBERRY BTL 200ML,15:00-17:00,PCS,0.04,0.79,0.3
291,10603,KODOMO SHAMPOO GEL BLUEBERRY BTL 200ML,13:00-15:00,PCS,0.04,0.75,0.21
293,10603,KODOMO SHAMPOO GEL BLUEBERRY BTL 200ML,17:00-19:00,PCS,0.04,0.29,0.2
290,10603,KODOMO SHAMPOO GEL BLUEBERRY BTL 200ML,11:00-13:00,PCS,0.08,0.25,0.19
288,10603,KODOMO SHAMPOO GEL BLUEBERRY BTL 200ML,07:00-09:00,PCS,0.12,0.25,0.18
289,10603,KODOMO SHAMPOO GEL BLUEBERRY BTL 200ML,09:00-11:00,PCS,0.04,0.25,0.17
294,10603,KODOMO SHAMPOO GEL BLUEBERRY BTL 200ML,19:00-21:00,PCS,0.04,0.04,0.04
301,10604,KODOMO SHAMPOO GEL BLUEBERRY BTL 45ML,19:00-21:00,PCS,0.33,0.33,0.33
299,10604,KODOMO SHAMPOO GEL BLUEBERRY BTL 45ML,15:00-17:00,PCS,0.08,1.08,0.31
295,10604,KODOMO SHAMPOO GEL BLUEBERRY BTL 45ML,07:00-09:00,PCS,0.17,0.33,0.25
298,10604,KODOMO SHAMPOO GEL BLUEBERRY BTL 45ML,13:00-15:00,PCS,0.08,0.92,0.21
300,10604,KODOMO SHAMPOO GEL BLUEBERRY BTL 45ML,17:00-19:00,PCS,0.08,0.42,0.17
296,10604,KODOMO SHAMPOO GEL BLUEBERRY BTL 45ML,09:00-11:00,PCS,0.08,0.25,0.13
297,10604,KODOMO SHAMPOO GEL BLUEBERRY BTL 45ML,11:00-13:00,PCS,0.08,0.17,0.12
304,10609,MAMA LEMON JERUK NIPIS PCH 1.5LT,13:00-15:00,PCS,0.17,1.17,0.5
306,10609,MAMA LEMON JERUK NIPIS PCH 1.5LT,17:00-19:00,PCS,0.17,0.5,0.28
305,10609,MAMA LEMON JERUK NIPIS PCH 1.5LT,15:00-17:00,PCS,0.17,0.17,0.17
303,10609,MAMA LEMON JERUK NIPIS PCH 1.5LT,09:00-11:00,PCS,0.17,0.17,0.17
302,10609,MAMA LEMON JERUK NIPIS PCH 1.5LT,07:00-09:00,PCS,0.17,0.17,0.17
308,10612,MAMA POWER STAIN PCH 500GR,17:00-19:00,PCS,0.25,0.25,0.25
307,10612,MAMA POWER STAIN PCH 500GR,15:00-17:00,PCS,0.08,0.5,0.23
310,10615,MAMA LIME GREEN TEA PCH 400ML,17:00-19:00,PCS,0.17,0.17,0.17
309,10615,MAMA LIME GREEN TEA PCH 400ML,15:00-17:00,PCS,0.08,0.08,0.08
311,10616,MAMA LIME GREEN TEA PCH 690 G,07:00-09:00,PCS,0.33,0.5,0.42
314,10616,MAMA LIME GREEN TEA PCH 690 G,13:00-15:00,PCS,0.08,0.58,0.3
315,10616,MAMA LIME GREEN TEA PCH 690 G,15:00-17:00,PCS,0.08,0.75,0.22
316,10616,MAMA LIME GREEN TEA PCH 690 G,17:00-19:00,PCS,0.17,0.25,0.21
312,10616,MAMA LIME GREEN TEA PCH 690 G,09:00-11:00,PCS,0.17,0.17,0.17
313,10616,MAMA LIME GREEN TEA PCH 690 G,11:00-13:00,PCS,0.08,0.25,0.14
319,10618,CIPTADENT TP HERBAL 75GR,13:00-15:00,PCS,0.14,1,0.42
320,10618,CIPTADENT TP HERBAL 75GR,15:00-17:00,PCS,0.08,0.5,0.27
318,10618,CIPTADENT TP HERBAL 75GR,09:00-11:00,PCS,0.11,0.33,0.19
321,10618,CIPTADENT TP HERBAL 75GR,17:00-19:00,PCS,0.11,0.33,0.19
322,10618,CIPTADENT TP HERBAL 75GR,19:00-21:00,PCS,0.17,0.17,0.17
317,10618,CIPTADENT TP HERBAL 75GR,07:00-09:00,PCS,0.03,0.03,0.03
323,10619,CIPTADENT TP HERBAL 190GR,07:00-09:00,PCS,0.5,0.5,0.5
328,10619,CIPTADENT TP HERBAL 190GR,19:00-21:00,PCS,0.5,0.5,0.5
326,10619,CIPTADENT TP HERBAL 190GR,15:00-17:00,PCS,0.04,1,0.45
325,10619,CIPTADENT TP HERBAL 190GR,13:00-15:00,PCS,0.04,0.5,0.22
324,10619,CIPTADENT TP HERBAL 190GR,11:00-13:00,PCS,0.12,0.12,0.12
327,10619,CIPTADENT TP HERBAL 190GR,17:00-19:00,PCS,0.08,0.17,0.12
329,10621,EMERON SHAMPOO BLACK&SHINE BTL 340ML,09:00-11:00,PCS,0.25,0.25,0.25
331,10621,EMERON SHAMPOO BLACK&SHINE BTL 340ML,13:00-15:00,PCS,0.08,0.33,0.17
330,10621,EMERON SHAMPOO BLACK&SHINE BTL 340ML,11:00-13:00,PCS,0.08,0.08,0.08
334,10622,EMERON SHAMPOO HAIRFALL CTRL BTL 340ML,17:00-19:00,PCS,0.08,0.5,0.29
333,10622,EMERON SHAMPOO HAIRFALL CTRL BTL 340ML,15:00-17:00,PCS,0.08,0.5,0.29
332,10622,EMERON SHAMPOO HAIRFALL CTRL BTL 340ML,13:00-15:00,PCS,0.17,0.17,0.17
338,10624,EMERON SHAMPOO SOFT&SMOOTH BTL 340ML,17:00-19:00,PCS,0.08,0.58,0.31
335,10624,EMERON SHAMPOO SOFT&SMOOTH BTL 340ML,07:00-09:00,PCS,0.25,0.25,0.25
337,10624,EMERON SHAMPOO SOFT&SMOOTH BTL 340ML,15:00-17:00,PCS,0.08,0.5,0.23
336,10624,EMERON SHAMPOO SOFT&SMOOTH BTL 340ML,13:00-15:00,PCS,0.08,0.25,0.18
340,10625,EMERON SHAMPOO ANTI DAND BTL 340ML,17:00-19:00,PCS,0.5,0.5,0.5
339,10625,EMERON SHAMPOO ANTI DAND BTL 340ML,15:00-17:00,PCS,0.25,0.5,0.38
344,10637,ZINC SHAMPOO ACTIVE COOL BTL 170ML,15:00-17:00,PCS,0.04,0.88,0.28
345,10637,ZINC SHAMPOO ACTIVE COOL BTL 170ML,17:00-19:00,PCS,0.04,0.29,0.18
342,10637,ZINC SHAMPOO ACTIVE COOL BTL 170ML,09:00-11:00,PCS,0.12,0.12,0.12
341,10637,ZINC SHAMPOO ACTIVE COOL BTL 170ML,07:00-09:00,PCS,0.08,0.12,0.1
343,10637,ZINC SHAMPOO ACTIVE COOL BTL 170ML,13:00-15:00,PCS,0.04,0.25,0.09
346,10637,ZINC SHAMPOO ACTIVE COOL BTL 170ML,19:00-21:00,PCS,0.04,0.04,0.04
348,10639,ZINC SHAMPOO ACTIVE COOL BTL 340ML,15:00-17:00,PCS,0.08,0.08,0.08
347,10639,ZINC SHAMPOO ACTIVE COOL BTL 340ML,09:00-11:00,PCS,0.08,0.08,0.08
353,10641,ZINC SHAMPOO REFRESHING COOL BTL 340ML,17:00-19:00,PCS,0.58,0.58,0.58
350,10641,ZINC SHAMPOO REFRESHING COOL BTL 340ML,11:00-13:00,PCS,0.5,0.5,0.5
352,10641,ZINC SHAMPOO REFRESHING COOL BTL 340ML,15:00-17:00,PCS,0.08,0.5,0.25
351,10641,ZINC SHAMPOO REFRESHING COOL BTL 340ML,13:00-15:00,PCS,0.17,0.25,0.22
349,10641,ZINC SHAMPOO REFRESHING COOL BTL 340ML,09:00-11:00,PCS,0.08,0.25,0.17
356,10642,ZINC SHAMPOO HAIRFALL TRT BTL 340ML,15:00-17:00,PCS,0.25,0.83,0.56
357,10642,ZINC SHAMPOO HAIRFALL TRT BTL 340ML,17:00-19:00,PCS,0.17,0.17,0.17
355,10642,ZINC SHAMPOO HAIRFALL TRT BTL 340ML,13:00-15:00,PCS,0.17,0.17,0.17
354,10642,ZINC SHAMPOO HAIRFALL TRT BTL 340ML,09:00-11:00,PCS,0.08,0.08,0.08
359,10643,ZINC SHAMPOO CLEAN ACTIVE BTL 340ML,13:00-15:00,PCS,0.17,0.75,0.46
360,10643,ZINC SHAMPOO CLEAN ACTIVE BTL 340ML,15:00-17:00,PCS,0.25,0.58,0.44
358,10643,ZINC SHAMPOO CLEAN ACTIVE BTL 340ML,09:00-11:00,PCS,0.17,0.17,0.17
363,10644,ZINC SHAMPOO SOFT CARE BTL 340ML,15:00-17:00,PCS,0.25,0.25,0.25
362,10644,ZINC SHAMPOO SOFT CARE BTL 340ML,13:00-15:00,PCS,0.17,0.17,0.17
361,10644,ZINC SHAMPOO SOFT CARE BTL 340ML,09:00-11:00,PCS,0.17,0.17,0.17
368,10645,ZINC SHAMPOO BLACK SHINE BTL 340ML,17:00-19:00,PCS,0.25,0.58,0.42
367,10645,ZINC SHAMPOO BLACK SHINE BTL 340ML,15:00-17:00,PCS,0.08,0.75,0.31
366,10645,ZINC SHAMPOO BLACK SHINE BTL 340ML,13:00-15:00,PCS,0.25,0.25,0.25
364,10645,ZINC SHAMPOO BLACK SHINE BTL 340ML,09:00-11:00,PCS,0.17,0.17,0.17
365,10645,ZINC SHAMPOO BLACK SHINE BTL 340ML,11:00-13:00,PCS,0.08,0.08,0.08
369,10646,POSH SPRAY LOVE SONG BTL 150ML,07:00-09:00,PCS,0.25,0.25,0.25
371,10646,POSH SPRAY LOVE SONG BTL 150ML,13:00-15:00,PCS,0.08,0.5,0.24
372,10646,POSH SPRAY LOVE SONG BTL 150ML,15:00-17:00,PCS,0.08,0.58,0.23
370,10646,POSH SPRAY LOVE SONG BTL 150ML,09:00-11:00,PCS,0.08,0.25,0.19
373,10646,POSH SPRAY LOVE SONG BTL 150ML,17:00-19:00,PCS,0.08,0.25,0.17
376,10647,POSH SPRAY BLAZE PINK BTL 150ML,11:00-13:00,PCS,0.5,0.5,0.5
375,10647,POSH SPRAY BLAZE PINK BTL 150ML,09:00-11:00,PCS,0.25,0.33,0.29
378,10647,POSH SPRAY BLAZE PINK BTL 150ML,15:00-17:00,PCS,0.08,0.75,0.26
374,10647,POSH SPRAY BLAZE PINK BTL 150ML,07:00-09:00,PCS,0.25,0.25,0.25
379,10647,POSH SPRAY BLAZE PINK BTL 150ML,17:00-19:00,PCS,0.08,0.5,0.25
377,10647,POSH SPRAY BLAZE PINK BTL 150ML,13:00-15:00,PCS,0.08,0.5,0.23
385,10649,EMERON LOVELY NAT GREEN TEA BTL 100ML,17:00-19:00,PCS,0.01,0.99,0.15
383,10649,EMERON LOVELY NAT GREEN TEA BTL 100ML,13:00-15:00,PCS,0.01,0.25,0.1
382,10649,EMERON LOVELY NAT GREEN TEA BTL 100ML,11:00-13:00,PCS,0.01,0.17,0.08
384,10649,EMERON LOVELY NAT GREEN TEA BTL 100ML,15:00-17:00,PCS,0.01,0.21,0.07
380,10649,EMERON LOVELY NAT GREEN TEA BTL 100ML,07:00-09:00,PCS,0.01,0.08,0.05
381,10649,EMERON LOVELY NAT GREEN TEA BTL 100ML,09:00-11:00,PCS,0.01,0.12,0.05
386,10649,EMERON LOVELY NAT GREEN TEA BTL 100ML,19:00-21:00,PCS,0.01,0.04,0.03
393,10650,EMERON LOVELY NAT SAKURA BTL 100ML,19:00-21:00,PCS,0.07,0.54,0.31
390,10650,EMERON LOVELY NAT SAKURA BTL 100ML,13:00-15:00,PCS,0.03,0.26,0.12
389,10650,EMERON LOVELY NAT SAKURA BTL 100ML,11:00-13:00,PCS,0.04,0.17,0.09
392,10650,EMERON LOVELY NAT SAKURA BTL 100ML,17:00-19:00,PCS,0.01,0.17,0.07
391,10650,EMERON LOVELY NAT SAKURA BTL 100ML,15:00-17:00,PCS,0.01,0.17,0.07
388,10650,EMERON LOVELY NAT SAKURA BTL 100ML,09:00-11:00,PCS,0.01,0.17,0.05
387,10650,EMERON LOVELY NAT SAKURA BTL 100ML,07:00-09:00,PCS,0.01,0.08,0.04
394,10653,EMERON LOVELY NAT GREEN TEA BTL 200ML,07:00-09:00,PCS,0.5,0.5,0.5
396,10653,EMERON LOVELY NAT GREEN TEA BTL 200ML,11:00-13:00,PCS,0.38,0.38,0.38
395,10653,EMERON LOVELY NAT GREEN TEA BTL 200ML,09:00-11:00,PCS,0.12,0.62,0.33
397,10653,EMERON LOVELY NAT GREEN TEA BTL 200ML,13:00-15:00,PCS,0.08,0.67,0.22
398,10653,EMERON LOVELY NAT GREEN TEA BTL 200ML,15:00-17:00,PCS,0.04,0.75,0.19
399,10653,EMERON LOVELY NAT GREEN TEA BTL 200ML,17:00-19:00,PCS,0.08,0.25,0.13
400,10653,EMERON LOVELY NAT GREEN TEA BTL 200ML,19:00-21:00,PCS,0.12,0.12,0.12
407,10654,EMERON LOVELY NAT SAKURA BTL 200ML,19:00-21:00,PCS,0.5,0.5,0.5
403,10654,EMERON LOVELY NAT SAKURA BTL 200ML,11:00-13:00,PCS,0.38,0.38,0.38
406,10654,EMERON LOVELY NAT SAKURA BTL 200ML,17:00-19:00,PCS,0.04,1.38,0.32
404,10654,EMERON LOVELY NAT SAKURA BTL 200ML,13:00-15:00,PCS,0.08,0.79,0.28
402,10654,EMERON LOVELY NAT SAKURA BTL 200ML,09:00-11:00,PCS,0.04,0.62,0.22
401,10654,EMERON LOVELY NAT SAKURA BTL 200ML,07:00-09:00,PCS,0.04,0.5,0.2
405,10654,EMERON LOVELY NAT SAKURA BTL 200ML,15:00-17:00,PCS,0.04,0.75,0.19
410,10678,SERASOFT SHAMPOO DAND TRT BTL 170ML,15:00-17:00,PCS,0.17,0.5,0.33
409,10678,SERASOFT SHAMPOO DAND TRT BTL 170ML,13:00-15:00,PCS,0.08,0.5,0.27
411,10678,SERASOFT SHAMPOO DAND TRT BTL 170ML,17:00-19:00,PCS,0.25,0.25,0.25
412,10678,SERASOFT SHAMPOO DAND TRT BTL 170ML,19:00-21:00,PCS,0.08,0.25,0.17
408,10678,SERASOFT SHAMPOO DAND TRT BTL 170ML,09:00-11:00,PCS,0.08,0.25,0.17
413,10679,SERASOFT SHAMPOO DAND TRT BTL 340ML,15:00-17:00,PCS,0.08,0.33,0.19
415,10686,SERASOFT SHAMPOO HAIRFALL TRT BTL 170ML,13:00-15:00,PCS,0.25,0.25,0.25
416,10686,SERASOFT SHAMPOO HAIRFALL TRT BTL 170ML,15:00-17:00,PCS,0.08,0.5,0.25
418,10686,SERASOFT SHAMPOO HAIRFALL TRT BTL 170ML,19:00-21:00,PCS,0.25,0.25,0.25
417,10686,SERASOFT SHAMPOO HAIRFALL TRT BTL 170ML,17:00-19:00,PCS,0.25,0.25,0.25
414,10686,SERASOFT SHAMPOO HAIRFALL TRT BTL 170ML,09:00-11:00,PCS,0.08,0.25,0.17
419,10687,SERASOFT SHAMPOO HAIRFALL TRT BTL 340ML,15:00-17:00,PCS,0.17,0.5,0.31
420,10687,SERASOFT SHAMPOO HAIRFALL TRT BTL 340ML,17:00-19:00,PCS,0.17,0.17,0.17
422,10692,SERASOFT COND HAIRFALL BTL 170ML,15:00-17:00,PCS,0.5,0.5,0.5
421,10692,SERASOFT COND HAIRFALL BTL 170ML,13:00-15:00,PCS,0.08,0.5,0.29
424,10692,SERASOFT COND HAIRFALL BTL 170ML,19:00-21:00,PCS,0.08,0.08,0.08
423,10692,SERASOFT COND HAIRFALL BTL 170ML,17:00-19:00,PCS,0.08,0.08,0.08
425,10693,SYSTEMA TB SMART CLEAN ISI 3 PCS,09:00-11:00,PAC,,,
426,10693,SYSTEMA TB SMART CLEAN ISI 3 PCS,13:00-15:00,PAC,,,
427,10693,SYSTEMA TB SMART CLEAN ISI 3 PCS,15:00-17:00,PAC,,,
432,10699,EMERON COND SOFT&SMOOTH BTL 170ML,19:00-21:00,PCS,0.5,0.5,0.5
430,10699,EMERON COND SOFT&SMOOTH BTL 170ML,15:00-17:00,PCS,0.08,0.5,0.26
428,10699,EMERON COND SOFT&SMOOTH BTL 170ML,07:00-09:00,PCS,0.25,0.25,0.25
431,10699,EMERON COND SOFT&SMOOTH BTL 170ML,17:00-19:00,PCS,0.17,0.25,0.21
429,10699,EMERON COND SOFT&SMOOTH BTL 170ML,13:00-15:00,PCS,0.08,0.08,0.08
436,10702,EMERON SHAMPOO BLACK&SHINE SCT 10ML,13:00-15:00,PCS,0.24,2.05,0.94
437,10702,EMERON SHAMPOO BLACK&SHINE SCT 10ML,15:00-17:00,PCS,0.1,1.9,0.9
438,10702,EMERON SHAMPOO BLACK&SHINE SCT 10ML,17:00-19:00,PCS,0.1,2.19,0.59
434,10702,EMERON SHAMPOO BLACK&SHINE SCT 10ML,09:00-11:00,PCS,0.14,0.81,0.42
435,10702,EMERON SHAMPOO BLACK&SHINE SCT 10ML,11:00-13:00,PCS,0.05,1,0.38
439,10702,EMERON SHAMPOO BLACK&SHINE SCT 10ML,19:00-21:00,PCS,0.14,0.38,0.27
433,10702,EMERON SHAMPOO BLACK&SHINE SCT 10ML,07:00-09:00,PCS,0.05,0.48,0.2
445,10703,EMERON VITAMIN BLACK & SHINE PACK,17:00-19:00,PCS,0.04,0.75,0.36
444,10703,EMERON VITAMIN BLACK & SHINE PACK,15:00-17:00,PCS,0.02,0.98,0.32
440,10703,EMERON VITAMIN BLACK & SHINE PACK,07:00-09:00,PCS,0.21,0.21,0.21
443,10703,EMERON VITAMIN BLACK & SHINE PACK,13:00-15:00,PCS,0.06,0.35,0.16
442,10703,EMERON VITAMIN BLACK & SHINE PACK,11:00-13:00,PCS,0.12,0.12,0.12
441,10703,EMERON VITAMIN BLACK & SHINE PACK,09:00-11:00,PCS,0.08,0.12,0.1
450,10704,EMERON VITAMIN SOFT & SMOOTH PACK,15:00-17:00,PCS,0.04,1.23,0.25
451,10704,EMERON VITAMIN SOFT & SMOOTH PACK,17:00-19:00,PCS,0.04,0.75,0.22
449,10704,EMERON VITAMIN SOFT & SMOOTH PACK,13:00-15:00,PCS,0.02,0.6,0.2
452,10704,EMERON VITAMIN SOFT & SMOOTH PACK,19:00-21:00,PCS,0.02,0.29,0.12
447,10704,EMERON VITAMIN SOFT & SMOOTH PACK,09:00-11:00,PCS,0.02,0.25,0.08
448,10704,EMERON VITAMIN SOFT & SMOOTH PACK,11:00-13:00,PCS,0.02,0.12,0.07
446,10704,EMERON VITAMIN SOFT & SMOOTH PACK,07:00-09:00,PCS,0.02,0.12,0.06
458,10705,EMERON VITAMIN DAMAGE CARE PACK,17:00-19:00,PCS,0.02,0.6,0.19
456,10705,EMERON VITAMIN DAMAGE CARE PACK,13:00-15:00,PCS,0.04,0.6,0.14
455,10705,EMERON VITAMIN DAMAGE CARE PACK,11:00-13:00,PCS,0.12,0.12,0.12
457,10705,EMERON VITAMIN DAMAGE CARE PACK,15:00-17:00,PCS,0.02,0.25,0.11
453,10705,EMERON VITAMIN DAMAGE CARE PACK,07:00-09:00,PCS,0.02,0.12,0.09
454,10705,EMERON VITAMIN DAMAGE CARE PACK,09:00-11:00,PCS,0.02,0.25,0.09
459,10705,EMERON VITAMIN DAMAGE CARE PACK,19:00-21:00,PCS,0.02,0.02,0.02
464,10706,MAMA LEMON JERUK NIPIS PCH 230 G,15:00-17:00,PCS,0.54,7.12,2.67
463,10706,MAMA LEMON JERUK NIPIS PCH 230 G,13:00-15:00,PCS,0.25,4.25,2.15
465,10706,MAMA LEMON JERUK NIPIS PCH 230 G,17:00-19:00,PCS,0.04,3.75,1.31
462,10706,MAMA LEMON JERUK NIPIS PCH 230 G,11:00-13:00,PCS,0.08,1.58,0.74
466,10706,MAMA LEMON JERUK NIPIS PCH 230 G,19:00-21:00,PCS,0.5,0.67,0.58
461,10706,MAMA LEMON JERUK NIPIS PCH 230 G,09:00-11:00,PCS,0.04,1.58,0.48
460,10706,MAMA LEMON JERUK NIPIS PCH 230 G,07:00-09:00,PCS,0.04,0.5,0.26
471,10709,KODOMO WET WIPES BLUE BAG 50 SHT,15:00-17:00,PCS,0.04,0.67,0.29
467,10709,KODOMO WET WIPES BLUE BAG 50 SHT,07:00-09:00,PCS,0.08,0.5,0.24
472,10709,KODOMO WET WIPES BLUE BAG 50 SHT,17:00-19:00,PCS,0.04,0.5,0.22
470,10709,KODOMO WET WIPES BLUE BAG 50 SHT,13:00-15:00,PCS,0.04,0.62,0.22
473,10709,KODOMO WET WIPES BLUE BAG 50 SHT,19:00-21:00,PCS,0.12,0.25,0.19
468,10709,KODOMO WET WIPES BLUE BAG 50 SHT,09:00-11:00,PCS,0.04,0.54,0.18
469,10709,KODOMO WET WIPES BLUE BAG 50 SHT,11:00-13:00,PCS,0.04,0.08,0.06
478,10711,KODOMO WET WIPES PINK BAG 50 SHT,15:00-17:00,PCS,0.12,0.88,0.4
474,10711,KODOMO WET WIPES PINK BAG 50 SHT,07:00-09:00,PCS,0.04,0.5,0.24
477,10711,KODOMO WET WIPES PINK BAG 50 SHT,13:00-15:00,PCS,0.04,0.58,0.24
479,10711,KODOMO WET WIPES PINK BAG 50 SHT,17:00-19:00,PCS,0.04,0.54,0.22
480,10711,KODOMO WET WIPES PINK BAG 50 SHT,19:00-21:00,PCS,0.12,0.12,0.12
475,10711,KODOMO WET WIPES PINK BAG 50 SHT,09:00-11:00,PCS,0.04,0.29,0.12
476,10711,KODOMO WET WIPES PINK BAG 50 SHT,11:00-13:00,PCS,0.04,0.08,0.07
481,10712,KODOMO WET WIPES PINK BAG 10 SHT,07:00-09:00,PCS,0.33,0.33,0.33
484,10712,KODOMO WET WIPES PINK BAG 10 SHT,15:00-17:00,PCS,0.03,0.28,0.16
485,10712,KODOMO WET WIPES PINK BAG 10 SHT,17:00-19:00,PCS,0.04,0.17,0.1
486,10712,KODOMO WET WIPES PINK BAG 10 SHT,19:00-21:00,PCS,0.08,0.08,0.08
483,10712,KODOMO WET WIPES PINK BAG 10 SHT,13:00-15:00,PCS,0.03,0.17,0.08
482,10712,KODOMO WET WIPES PINK BAG 10 SHT,09:00-11:00,PCS,0.01,0.08,0.05
487,10714,POSH SPRAY MEN COOL BLUE BTL 150ML,07:00-09:00,,,,
488,10714,POSH SPRAY MEN COOL BLUE BTL 150ML,09:00-11:00,,,,
489,10714,POSH SPRAY MEN COOL BLUE BTL 150ML,11:00-13:00,,,,
490,10714,POSH SPRAY MEN COOL BLUE BTL 150ML,13:00-15:00,,,,
491,10714,POSH SPRAY MEN COOL BLUE BTL 150ML,15:00-17:00,,,,
492,10714,POSH SPRAY MEN COOL BLUE BTL 150ML,17:00-19:00,,,,
498,10715,POSH SPRAY MEN BLACK GOLD BTL 150ML,17:00-19:00,PCS,0.17,0.5,0.33
493,10715,POSH SPRAY MEN BLACK GOLD BTL 150ML,07:00-09:00,PCS,0.08,0.5,0.32
494,10715,POSH SPRAY MEN BLACK GOLD BTL 150ML,09:00-11:00,PCS,0.17,0.25,0.23
495,10715,POSH SPRAY MEN BLACK GOLD BTL 150ML,11:00-13:00,PCS,0.08,0.33,0.21
497,10715,POSH SPRAY MEN BLACK GOLD BTL 150ML,15:00-17:00,PCS,0.08,0.75,0.19
496,10715,POSH SPRAY MEN BLACK GOLD BTL 150ML,13:00-15:00,PCS,0.08,0.33,0.18
499,10715,POSH SPRAY MEN BLACK GOLD BTL 150ML,19:00-21:00,PCS,0.08,0.08,0.08
500,10723,POISE FACIAL FOAM LUMWHITE TUBE 50GR,09:00-11:00,PCS,0.5,0.5,0.5
504,10723,POISE FACIAL FOAM LUMWHITE TUBE 50GR,17:00-19:00,PCS,0.12,0.5,0.27
502,10723,POISE FACIAL FOAM LUMWHITE TUBE 50GR,13:00-15:00,PCS,0.04,0.62,0.22
503,10723,POISE FACIAL FOAM LUMWHITE TUBE 50GR,15:00-17:00,PCS,0.04,0.5,0.22
501,10723,POISE FACIAL FOAM LUMWHITE TUBE 50GR,11:00-13:00,PCS,0.12,0.12,0.12
506,10727,POISE FACIAL FOAM LUMWHITE TUBE 100GR,09:00-11:00,PCS,0.5,0.5,0.5
509,10727,POISE FACIAL FOAM LUMWHITE TUBE 100GR,15:00-17:00,PCS,0.04,0.62,0.28
510,10727,POISE FACIAL FOAM LUMWHITE TUBE 100GR,17:00-19:00,PCS,0.12,0.5,0.25
508,10727,POISE FACIAL FOAM LUMWHITE TUBE 100GR,13:00-15:00,PCS,0.04,0.5,0.22
505,10727,POISE FACIAL FOAM LUMWHITE TUBE 100GR,07:00-09:00,PCS,0.12,0.12,0.12
